Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID114,114,1,4.504,372.616,380.235,0,1,1,11,1,-10921639,35.47,21,0,149,14649,43.278,20.376,0.694,0.671
ID111,111,1,5.463,349.052,380.969,0,2,2,11,1,-10921639,35.714,11,0,149,14750,45.027,16.426,0.711,0.659
